sceneCategory,sceneID,id,gt_bc_plan_len,gt_success,vorm_bc_plan_len,vorm_success,fcl_bc_plan_len,fcl_success,grn_bc_plan_len,grn_success
RigidObjDrawerShelf,0,1,1,1,1,0,1,0,1,0
RigidObjDrawerShelf,0,2,1,0,1,0,1,0,1,0
RigidObjDrawerShelf,0,3,1,0,1,1,0,0,1,1
RigidObjDrawerShelf,0,4,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,0,5,2,1,2,1,0,0,1,0
RigidObjDrawerShelf,0,6,3,0,0,0,0,0,1,0
RigidObjDrawerShelf,0,7,2,0,2,0,2,0,1,0
RigidObjDrawerShelf,0,8,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,0,9,2,1,2,1,2,0,1,0
RigidObjDrawerShelf,0,10,1,1,1,1,1,0,1,1
RigidObjDrawerShelf,0,11,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,0,12,1,1,1,1,1,0,1,1
RigidObjDrawerShelf,0,13,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,0,14,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,0,15,1,1,1,1,1,0,1,1
RigidObjDrawerShelf,0,16,3,1,3,1,3,1,1,0
RigidObjDrawerShelf,0,17,1,1,1,1,0,0,0,0
RigidObjDrawerShelf,0,18,2,1,1,0,1,0,1,0
RigidObjDrawerShelf,0,19,2,0,2,0,2,0,0,0
RigidObjDrawerShelf,0,20,4,0,3,0,4,0,1,0
RigidObjDrawerShelf,0,21,2,1,2,1,2,1,1,0
RigidObjDrawerShelf,0,22,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,0,23,3,1,2,0,0,0,0,0
RigidObjDrawerShelf,0,24,1,1,1,1,1,0,1,1
RigidObjDrawerShelf,0,25,2,1,2,0,2,1,1,0
RigidObjDrawerShelf,0,26,2,1,2,1,0,0,0,0
RigidObjDrawerShelf,0,27,2,0,2,1,2,0,2,0
RigidObjDrawerShelf,0,28,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,0,29,3,1,2,0,2,0,1,0
RigidObjDrawerShelf,0,30,4,0,5,0,5,0,1,0
RigidObjDrawerShelf,0,31,2,1,2,0,2,0,1,0
RigidObjDrawerShelf,0,32,2,0,3,1,3,0,1,0
RigidObjDrawerShelf,0,33,2,1,2,0,2,1,1,0
RigidObjDrawerShelf,0,34,2,1,2,1,2,0,1,0
RigidObjDrawerShelf,0,35,3,0,3,0,3,1,1,0
RigidObjDrawerShelf,0,36,2,0,2,0,2,0,0,0
RigidObjDrawerShelf,0,37,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,0,38,2,1,2,1,2,1,1,0
RigidObjDrawerShelf,0,39,1,1,1,1,1,1,0,0
RigidObjDrawerShelf,0,40,3,0,0,0,3,0,2,0
RigidObjDrawerShelf,0,41,1,0,1,1,1,1,1,1
RigidObjDrawerShelf,0,42,2,0,1,0,1,0,1,0
RigidObjDrawerShelf,0,43,2,0,2,1,0,0,2,0
RigidObjDrawerShelf,0,44,3,0,0,0,0,0,2,0
RigidObjDrawerShelf,0,45,4,0,0,0,4,0,1,0
RigidObjDrawerShelf,0,46,3,1,0,0,3,0,1,0
RigidObjDrawerShelf,0,47,2,1,2,1,2,0,1,1
RigidObjDrawerShelf,0,48,2,0,2,1,2,0,1,0
RigidObjDrawerShelf,0,49,2,1,2,0,0,0,1,0
RigidObjDrawerShelf,0,50,3,0,3,0,0,0,0,0
RigidObjDrawerShelf,0,51,2,0,1,0,1,0,1,0
RigidObjDrawerShelf,0,52,2,0,2,1,2,1,1,0
RigidObjDrawerShelf,0,53,5,0,0,0,0,0,1,0
RigidObjDrawerShelf,0,54,3,0,0,0,0,0,1,0
RigidObjDrawerShelf,0,55,2,1,2,1,2,1,0,0
RigidObjDrawerShelf,0,56,3,1,0,0,3,0,1,0
RigidObjDrawerShelf,0,57,2,1,2,1,2,1,1,0
RigidObjDrawerShelf,0,58,3,1,2,1,3,1,2,0
RigidObjDrawerShelf,0,59,2,1,2,1,1,0,1,0
RigidObjDrawerShelf,1,0,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,1,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,2,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,3,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,4,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,5,1,0,1,0,1,0,1,0
RigidObjDrawerShelf,1,6,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,7,2,0,1,0,2,1,2,0
RigidObjDrawerShelf,1,8,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,9,2,0,2,0,0,0,1,0
RigidObjDrawerShelf,1,10,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,11,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,12,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,13,2,0,2,1,2,0,1,0
RigidObjDrawerShelf,1,14,3,0,0,0,0,0,1,0
RigidObjDrawerShelf,1,15,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,16,2,1,2,1,2,1,2,1
RigidObjDrawerShelf,1,17,1,0,1,1,1,0,1,1
RigidObjDrawerShelf,1,18,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,19,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,20,2,1,3,0,2,0,1,0
RigidObjDrawerShelf,1,21,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,22,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,23,3,0,3,0,3,1,1,0
RigidObjDrawerShelf,1,24,2,0,2,0,0,0,1,0
RigidObjDrawerShelf,1,25,5,1,0,0,0,0,1,0
RigidObjDrawerShelf,1,26,2,0,0,0,0,0,0,0
RigidObjDrawerShelf,1,27,2,1,2,0,2,0,1,0
RigidObjDrawerShelf,1,28,2,1,1,0,2,1,1,0
RigidObjDrawerShelf,1,29,2,0,2,0,2,0,1,0
RigidObjDrawerShelf,1,30,2,1,2,1,2,0,1,0
RigidObjDrawerShelf,1,31,2,0,2,0,2,0,1,0
RigidObjDrawerShelf,1,32,2,0,0,0,2,0,2,0
RigidObjDrawerShelf,1,33,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,34,2,1,2,1,3,0,2,1
RigidObjDrawerShelf,1,35,2,1,2,1,0,0,1,0
RigidObjDrawerShelf,1,36,3,1,0,0,4,0,1,0
RigidObjDrawerShelf,1,37,2,0,0,0,2,0,1,0
RigidObjDrawerShelf,1,38,3,1,3,1,0,0,1,0
RigidObjDrawerShelf,1,39,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,40,2,0,2,0,3,0,1,0
RigidObjDrawerShelf,1,41,2,1,2,1,2,1,1,0
RigidObjDrawerShelf,1,42,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,43,2,1,2,0,2,1,1,0
RigidObjDrawerShelf,1,44,2,0,2,1,0,0,1,0
RigidObjDrawerShelf,1,45,2,1,2,0,2,0,1,0
RigidObjDrawerShelf,1,46,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,47,1,1,1,1,1,1,0,0
RigidObjDrawerShelf,1,48,3,0,0,0,3,0,1,0
RigidObjDrawerShelf,1,49,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,50,3,0,2,0,3,0,1,0
RigidObjDrawerShelf,1,51,2,1,2,1,2,1,1,0
RigidObjDrawerShelf,1,52,3,0,3,1,0,0,0,0
RigidObjDrawerShelf,1,53,4,1,4,0,4,0,1,0
RigidObjDrawerShelf,1,54,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,55,1,1,1,0,1,1,1,0
RigidObjDrawerShelf,1,56,3,1,3,1,3,1,1,0
RigidObjDrawerShelf,1,57,3,0,2,0,0,0,1,0
RigidObjDrawerShelf,1,58,1,1,1,1,1,1,1,1
RigidObjDrawerShelf,1,59,2,1,0,0,2,1,1,0
RigidObjDrawer,0,0,2,0,2,0,0,0,1,0
RigidObjDrawer,0,1,2,0,2,0,0,0,1,0
RigidObjDrawer,0,2,3,0,3,0,0,0,1,0
RigidObjDrawer,0,3,5,0,0,0,0,0,1,0
RigidObjDrawer,0,4,2,1,1,0,2,1,1,0
RigidObjDrawer,0,5,2,1,2,1,0,0,1,0
RigidObjDrawer,0,6,1,1,1,1,1,0,1,1
RigidObjDrawer,0,7,2,1,2,1,2,1,1,0
RigidObjDrawer,0,8,1,1,1,1,1,1,1,1
RigidObjDrawer,0,9,1,0,1,1,1,0,1,0
RigidObjDrawer,0,10,2,1,3,1,3,0,1,0
RigidObjDrawer,0,11,2,1,1,0,0,0,1,0
RigidObjDrawer,0,12,2,0,2,0,3,0,1,0
RigidObjDrawer,0,13,2,0,0,0,0,0,0,0
RigidObjDrawer,0,14,2,1,2,0,2,0,1,0
RigidObjDrawer,0,15,3,0,0,0,0,0,1,0
RigidObjDrawer,0,16,3,0,3,1,3,0,1,0
RigidObjDrawer,0,17,4,0,4,0,0,0,1,0
RigidObjDrawer,0,18,2,1,2,0,2,0,1,0
RigidObjDrawer,0,19,3,1,0,0,0,0,1,0
RigidObjDrawer,0,20,3,1,3,0,0,0,1,0
RigidObjDrawer,0,21,5,0,0,0,0,0,1,0
RigidObjDrawer,0,22,2,0,2,0,0,0,1,0
RigidObjDrawer,0,23,4,1,4,1,0,0,0,0
RigidObjDrawer,0,24,3,1,2,1,0,0,1,0
RigidObjDrawer,0,25,5,1,5,1,6,0,1,0
RigidObjDrawer,0,26,2,1,2,1,0,0,1,0
RigidObjDrawer,0,27,3,0,3,0,0,0,1,0
RigidObjDrawer,0,28,3,0,3,0,3,0,1,0
RigidObjDrawer,0,29,4,0,3,0,0,0,1,0
RigidObjDrawer,0,30,1,1,1,1,1,1,1,1
RigidObjDrawer,0,31,2,1,2,1,2,1,1,0
RigidObjDrawer,0,32,2,1,2,1,2,1,1,0
RigidObjDrawer,0,33,3,0,3,0,3,0,3,0
RigidObjDrawer,0,34,1,1,1,1,1,1,1,1
RigidObjDrawer,0,35,4,0,4,0,0,0,1,0
RigidObjDrawer,0,36,3,0,3,0,3,0,1,0
RigidObjDrawer,0,37,3,0,3,0,0,0,1,0
RigidObjDrawer,0,38,3,0,2,0,0,0,1,0
RigidObjDrawer,0,39,3,0,3,0,0,0,1,0
RigidObjDrawer,0,40,2,1,2,1,3,0,1,0
RigidObjDrawer,0,41,6,0,0,0,0,0,1,0
RigidObjDrawer,0,42,3,0,3,1,3,1,1,0
RigidObjDrawer,0,43,4,0,0,0,6,0,1,0
RigidObjDrawer,0,44,7,0,0,0,0,0,2,0
RigidObjDrawer,0,45,5,0,3,0,0,0,1,0
RigidObjDrawer,0,46,5,1,3,0,0,0,1,0
RigidObjDrawer,0,47,6,1,6,0,0,0,1,0
RigidObjDrawer,0,48,4,0,5,0,0,0,1,0
RigidObjDrawer,0,49,4,0,3,0,3,0,1,0
RigidObjDrawer,0,50,2,1,2,1,2,1,1,0
RigidObjDrawer,0,51,2,0,2,0,0,0,1,0
RigidObjDrawer,0,52,4,0,0,0,0,0,1,0
RigidObjDrawer,0,53,1,1,1,1,1,1,1,1
RigidObjDrawer,0,54,3,0,0,0,0,0,1,0
RigidObjDrawer,0,55,3,0,2,1,6,0,1,0
RigidObjDrawer,0,56,5,0,0,0,0,0,0,0
RigidObjDrawer,0,57,3,1,3,1,0,0,1,0
RigidObjDrawer,0,58,3,0,3,0,0,0,1,0
RigidObjDrawer,0,59,2,1,2,1,2,1,1,0
RigidObjEketShelf,0,0,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,1,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,2,2,0,2,0,2,0,1,0
RigidObjEketShelf,0,3,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,4,2,1,2,1,2,1,1,0
RigidObjEketShelf,0,5,2,1,2,1,2,0,1,0
RigidObjEketShelf,0,6,2,1,2,1,2,1,1,0
RigidObjEketShelf,0,7,2,0,0,0,0,0,1,0
RigidObjEketShelf,0,8,1,1,1,1,1,1,1,0
RigidObjEketShelf,0,9,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,10,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,11,2,1,2,0,2,0,1,0
RigidObjEketShelf,0,12,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,13,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,14,2,0,2,0,2,0,1,0
RigidObjEketShelf,0,15,2,0,1,0,0,0,1,0
RigidObjEketShelf,0,16,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,17,2,0,2,1,2,0,1,0
RigidObjEketShelf,0,18,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,19,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,20,3,1,0,0,3,0,1,0
RigidObjEketShelf,0,21,2,0,1,0,0,0,1,0
RigidObjEketShelf,0,22,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,23,1,1,1,0,1,0,1,1
RigidObjEketShelf,0,24,4,0,0,0,0,0,2,0
RigidObjEketShelf,0,25,2,0,2,0,0,0,1,0
RigidObjEketShelf,0,26,2,0,2,0,3,1,1,0
RigidObjEketShelf,0,27,2,1,2,1,0,0,1,0
RigidObjEketShelf,0,28,2,0,2,0,2,0,1,0
RigidObjEketShelf,0,29,2,0,1,0,2,0,1,0
RigidObjEketShelf,0,30,3,0,3,0,0,0,1,0
RigidObjEketShelf,0,31,3,0,3,0,0,0,1,0
RigidObjEketShelf,0,32,2,1,2,1,2,1,1,0
RigidObjEketShelf,0,33,1,0,1,0,1,0,1,1
RigidObjEketShelf,0,34,2,0,0,0,0,0,1,0
RigidObjEketShelf,0,35,2,0,1,0,2,0,1,0
RigidObjEketShelf,0,36,2,1,2,1,2,1,1,0
RigidObjEketShelf,0,37,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,38,2,0,0,0,0,0,1,0
RigidObjEketShelf,0,39,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,40,3,0,3,0,0,0,1,0
RigidObjEketShelf,0,41,3,1,3,0,2,0,1,0
RigidObjEketShelf,0,42,2,0,2,0,2,0,1,0
RigidObjEketShelf,0,43,3,0,3,0,0,0,1,0
RigidObjEketShelf,0,44,3,0,0,0,0,0,0,0
RigidObjEketShelf,0,45,3,0,3,0,0,0,1,0
RigidObjEketShelf,0,46,3,0,0,0,0,0,1,0
RigidObjEketShelf,0,47,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,48,3,1,0,0,0,0,0,0
RigidObjEketShelf,0,49,3,0,3,0,3,0,1,0
RigidObjEketShelf,0,50,3,0,3,0,0,0,1,0
RigidObjEketShelf,0,51,2,1,0,0,2,1,1,0
RigidObjEketShelf,0,52,4,0,5,0,4,0,1,0
RigidObjEketShelf,0,53,3,0,3,0,1,0,1,0
RigidObjEketShelf,0,54,1,1,1,1,1,1,1,1
RigidObjEketShelf,0,55,3,0,3,0,3,0,1,0
RigidObjEketShelf,0,56,2,0,2,1,2,0,1,0
RigidObjEketShelf,0,57,2,0,1,0,3,0,1,0
RigidObjEketShelf,0,58,2,0,0,0,0,0,1,0
RigidObjEketShelf,0,59,2,0,1,0,1,0,1,0
RigidObjLargeShelfDesk,0,0,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,1,2,1,2,1,0,0,1,0
RigidObjLargeShelfDesk,0,2,2,0,2,0,2,0,1,0
RigidObjLargeShelfDesk,0,3,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,4,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,5,2,0,1,0,2,0,1,0
RigidObjLargeShelfDesk,0,6,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,7,2,1,2,1,2,1,1,0
RigidObjLargeShelfDesk,0,8,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,9,1,0,1,0,1,0,1,0
RigidObjLargeShelfDesk,0,10,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,11,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,12,2,1,1,0,2,0,1,0
RigidObjLargeShelfDesk,0,13,1,0,1,0,1,0,1,0
RigidObjLargeShelfDesk,0,14,1,0,1,1,1,0,1,0
RigidObjLargeShelfDesk,0,15,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,16,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,17,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,18,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,19,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,20,2,0,2,0,2,1,1,0
RigidObjLargeShelfDesk,0,21,4,0,3,0,0,0,1,0
RigidObjLargeShelfDesk,0,22,1,0,1,1,1,1,1,0
RigidObjLargeShelfDesk,0,23,3,0,0,0,3,0,1,0
RigidObjLargeShelfDesk,0,24,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,25,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,26,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,27,3,0,1,0,4,0,1,0
RigidObjLargeShelfDesk,0,28,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,29,2,0,0,0,2,0,1,0
RigidObjLargeShelfDesk,0,30,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,31,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,32,4,0,3,0,0,0,1,0
RigidObjLargeShelfDesk,0,33,2,0,0,0,0,0,1,0
RigidObjLargeShelfDesk,0,34,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,35,3,0,4,1,2,0,1,0
RigidObjLargeShelfDesk,0,36,2,1,2,1,2,1,2,1
RigidObjLargeShelfDesk,0,37,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,38,2,0,3,0,0,0,2,0
RigidObjLargeShelfDesk,0,39,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,0,40,2,0,2,0,2,0,1,0
RigidObjLargeShelfDesk,0,41,3,0,3,0,3,0,1,0
RigidObjLargeShelfDesk,0,42,2,1,1,0,0,0,1,0
RigidObjLargeShelfDesk,0,43,2,0,3,0,2,0,1,0
RigidObjLargeShelfDesk,0,44,3,0,3,0,3,0,1,0
RigidObjLargeShelfDesk,0,45,2,0,2,0,0,0,1,0
RigidObjLargeShelfDesk,0,46,2,0,2,1,2,0,1,0
RigidObjLargeShelfDesk,0,47,2,1,2,1,2,0,1,0
RigidObjLargeShelfDesk,0,48,2,0,2,1,2,0,1,0
RigidObjLargeShelfDesk,0,49,2,0,2,0,2,0,1,0
RigidObjLargeShelfDesk,0,50,2,1,2,1,2,0,1,0
RigidObjLargeShelfDesk,0,51,3,0,3,0,3,0,1,0
RigidObjLargeShelfDesk,0,52,3,1,3,0,0,0,1,0
RigidObjLargeShelfDesk,0,53,2,1,2,1,2,0,1,0
RigidObjLargeShelfDesk,0,54,4,0,4,0,4,0,1,0
RigidObjLargeShelfDesk,0,55,2,0,2,1,1,0,1,0
RigidObjLargeShelfDesk,0,56,2,1,2,1,0,0,2,0
RigidObjLargeShelfDesk,0,57,2,0,2,0,2,0,1,0
RigidObjLargeShelfDesk,0,58,2,0,2,0,0,0,0,0
RigidObjLargeShelfDesk,0,59,3,0,0,0,3,0,2,0
RigidObjLargeShelfDesk,1,0,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,1,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,2,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,3,1,0,1,0,1,1,1,0
RigidObjLargeShelfDesk,1,4,2,1,2,1,0,0,1,0
RigidObjLargeShelfDesk,1,5,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,6,2,0,2,0,2,0,1,0
RigidObjLargeShelfDesk,1,7,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,8,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,9,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,10,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,11,1,0,0,0,1,0,0,0
RigidObjLargeShelfDesk,1,12,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,13,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,14,2,1,2,1,0,0,2,1
RigidObjLargeShelfDesk,1,15,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,16,3,0,2,0,3,0,1,0
RigidObjLargeShelfDesk,1,17,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,18,1,1,1,0,1,1,1,1
RigidObjLargeShelfDesk,1,19,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,20,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,21,2,1,2,1,2,1,1,0
RigidObjLargeShelfDesk,1,22,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,23,3,0,3,0,0,0,1,0
RigidObjLargeShelfDesk,1,24,2,0,2,0,3,0,1,0
RigidObjLargeShelfDesk,1,25,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,26,2,1,2,0,2,0,1,0
RigidObjLargeShelfDesk,1,27,3,0,3,0,3,0,2,0
RigidObjLargeShelfDesk,1,28,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,29,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,30,2,0,2,0,4,0,1,0
RigidObjLargeShelfDesk,1,31,3,0,2,0,3,0,1,0
RigidObjLargeShelfDesk,1,32,2,0,0,0,0,0,1,0
RigidObjLargeShelfDesk,1,33,3,0,2,0,0,0,1,0
RigidObjLargeShelfDesk,1,34,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,35,2,1,2,0,2,1,1,0
RigidObjLargeShelfDesk,1,36,1,0,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,37,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,38,4,0,4,0,4,0,1,0
RigidObjLargeShelfDesk,1,39,2,1,2,0,2,0,1,0
RigidObjLargeShelfDesk,1,40,2,1,1,0,2,1,1,0
RigidObjLargeShelfDesk,1,41,2,1,3,1,2,0,1,0
RigidObjLargeShelfDesk,1,42,4,0,4,0,0,0,1,0
RigidObjLargeShelfDesk,1,43,2,1,2,1,2,1,1,0
RigidObjLargeShelfDesk,1,44,2,1,2,1,2,0,1,0
RigidObjLargeShelfDesk,1,45,2,0,0,0,3,1,1,0
RigidObjLargeShelfDesk,1,46,2,1,2,1,2,0,1,0
RigidObjLargeShelfDesk,1,47,1,1,1,0,1,1,1,1
RigidObjLargeShelfDesk,1,48,1,1,1,0,1,0,1,1
RigidObjLargeShelfDesk,1,49,3,1,2,0,2,0,3,1
RigidObjLargeShelfDesk,1,50,2,0,0,0,0,0,1,0
RigidObjLargeShelfDesk,1,51,2,0,2,0,2,0,1,0
RigidObjLargeShelfDesk,1,52,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,53,3,0,3,0,4,0,1,0
RigidObjLargeShelfDesk,1,54,2,1,2,1,2,1,1,0
RigidObjLargeShelfDesk,1,55,3,0,0,0,0,0,0,0
RigidObjLargeShelfDesk,1,56,2,0,2,0,2,0,1,0
RigidObjLargeShelfDesk,1,57,1,1,1,1,1,1,1,1
RigidObjLargeShelfDesk,1,58,2,1,1,0,2,1,1,0
RigidObjLargeShelfDesk,1,59,1,1,1,1,1,1,1,1
RigidObjLargeShelf,0,0,1,1,1,1,1,1,1,1
RigidObjLargeShelf,0,1,1,1,1,1,1,1,1,1
RigidObjLargeShelf,0,2,2,0,2,0,2,0,1,0
RigidObjLargeShelf,0,3,1,0,1,0,1,0,1,0
RigidObjLargeShelf,0,4,2,1,2,1,2,1,1,0
RigidObjLargeShelf,0,5,2,0,1,0,2,1,1,0
RigidObjLargeShelf,0,6,1,0,1,0,1,0,1,0
RigidObjLargeShelf,0,7,2,1,2,1,0,0,1,0
RigidObjLargeShelf,0,8,1,1,1,1,1,1,1,1
RigidObjLargeShelf,0,9,1,1,1,1,1,1,1,1
RigidObjLargeShelf,0,10,1,1,1,1,1,1,1,1
RigidObjLargeShelf,0,11,2,0,2,0,0,0,1,0
RigidObjLargeShelf,0,12,3,0,0,0,0,0,1,0
RigidObjLargeShelf,0,13,1,1,1,1,1,0,1,1
RigidObjLargeShelf,0,14,2,1,0,0,2,0,1,0
RigidObjLargeShelf,0,15,1,1,1,1,1,1,1,1
RigidObjLargeShelf,0,16,1,0,1,0,1,0,1,0
RigidObjLargeShelf,0,17,1,1,1,1,1,1,1,0
RigidObjLargeShelf,0,18,1,1,1,1,1,0,1,1
RigidObjLargeShelf,0,19,2,0,2,0,2,0,1,0
RigidObjLargeShelf,0,20,2,0,2,0,2,0,1,0
RigidObjLargeShelf,0,21,2,0,2,0,0,0,1,0
RigidObjLargeShelf,0,22,2,0,1,0,2,0,1,0
RigidObjLargeShelf,0,23,4,0,0,0,0,0,1,0
RigidObjLargeShelf,0,24,2,1,2,0,2,1,1,0
RigidObjLargeShelf,0,25,2,0,2,1,2,0,2,0
RigidObjLargeShelf,0,26,2,0,2,0,2,0,1,0
RigidObjLargeShelf,0,27,2,1,1,0,2,0,1,1
RigidObjLargeShelf,0,28,3,1,2,0,2,0,1,0
RigidObjLargeShelf,0,29,3,0,3,0,3,0,1,0
RigidObjLargeShelf,0,30,2,0,2,0,2,1,1,0
RigidObjLargeShelf,0,31,2,1,2,1,2,1,1,0
RigidObjLargeShelf,0,32,3,0,3,0,0,0,1,0
RigidObjLargeShelf,0,33,2,0,1,1,2,1,1,1
RigidObjLargeShelf,0,34,2,1,1,0,0,0,1,0
RigidObjLargeShelf,0,35,2,0,2,0,2,1,1,0
RigidObjLargeShelf,0,36,3,1,3,1,0,0,1,0
RigidObjLargeShelf,0,37,2,1,2,1,3,0,1,0
RigidObjLargeShelf,0,38,2,1,1,0,2,1,1,0
RigidObjLargeShelf,0,39,2,0,2,1,3,0,1,0
RigidObjLargeShelf,0,40,2,0,2,0,2,0,1,0
RigidObjLargeShelf,0,41,2,0,2,0,2,0,1,0
RigidObjLargeShelf,0,42,4,0,0,0,2,0,1,0
RigidObjLargeShelf,0,43,5,0,0,0,0,0,1,0
RigidObjLargeShelf,0,44,2,0,2,0,0,0,1,0
RigidObjLargeShelf,0,45,2,0,0,0,0,0,1,0
RigidObjLargeShelf,0,46,2,1,2,1,0,0,1,0
RigidObjLargeShelf,0,47,3,0,0,0,4,0,2,0
RigidObjLargeShelf,0,48,2,1,2,1,2,0,1,0
RigidObjLargeShelf,0,49,2,0,2,0,0,0,1,0
RigidObjLargeShelf,0,50,3,0,0,0,3,0,1,0
RigidObjLargeShelf,0,51,2,0,2,0,3,0,1,0
RigidObjLargeShelf,0,52,3,0,2,0,0,0,1,0
RigidObjLargeShelf,0,53,2,0,2,0,2,0,1,0
RigidObjLargeShelf,0,54,2,0,2,0,2,0,1,0
RigidObjLargeShelf,0,55,1,1,0,0,0,0,1,1
RigidObjLargeShelf,0,56,2,0,2,0,2,0,1,0
RigidObjLargeShelf,0,57,3,0,3,0,0,0,1,1
RigidObjLargeShelf,0,58,4,0,3,0,0,0,1,0
RigidObjLargeShelf,0,59,2,0,0,0,2,0,1,0
RigidObjLargeShelf,1,0,2,0,3,0,0,0,1,0
RigidObjLargeShelf,1,1,2,0,0,0,0,0,1,0
RigidObjLargeShelf,1,2,1,1,1,1,1,1,1,0
RigidObjLargeShelf,1,3,2,1,2,1,2,0,1,0
RigidObjLargeShelf,1,4,1,1,1,1,1,1,1,1
RigidObjLargeShelf,1,5,1,1,1,1,1,1,1,1
